playerID,Name,Position,Club,Division,Based,Nation,Height,Weight,Age,preferredFoot,bestPos,bestRole,Value,Wage
5426,Vladimir Poluyakhtov,D (RL),Krylja Sovetov,Russian Premier League,Russia (Premier League),RUS,185,79,29,Right,D (L),IWB,650000,11500
8504,Vladislav Karapuzov,AM (RL),Dinamo Moscow,Russian Premier League,Russia (Premier League),RUS,175,70,19,Right Only,AM (R),W,24500,4000
7853,Vlatko Stojanovski,ST (C),FC Chambly,Domino's Ligue 2,France (Domino's Ligue 2),MKD,185,75,22,Right,ST (C),AF,600000,1900
1202,Wallace,AM (C),Floresta (CE),Brazilian National First Division,Brazil (First Division),BRA,168,66,20,Right,AM (C),AP,90000,1300
1202,Wallace,D/WB/M (L),XV de Piracicaba,Brazilian National Fourth Division,Brazil (Fourth Division),BRA,183,72,32,Left Only,D (L),CWB,19500,1200
2926,Wanderson,D/WB/M (L),Unknown,Brazilian National Lower Division,Brazil (Lower Division),BRA,176,75,27,Left,D (L),WB,0,0
2926,Wanderson,"M (L), AM (RLC)",Unknown,Brazilian National Lower Division,Brazil (Lower Division),BRA,164,65,25,Left Only,AM (L),W,0,0
5279,Wilson Kamavuaka,"D (C), DM, M (C)",GKS Tychy,Polish First Division,Poland (First Division),COD,188,81,29,Right,DM,BWM,200000,1300
2726,Xandao,D (LC),CBR,Unknown,Brazil,BRA,187,83,29,Left Only,D (L),NFB,350000,2800
4052,Ximo Navarro,D/WB/M/AM (R),Torre Levante,Spanish Regional Preferente Valenciana Gr.1,Spain (Reg. Pref. Valenciana G1),ESP,171,72,30,Right Only,M (R),W,175000,2500
6616,Yaroslav Ivakin,AM (RLC),Khimik Novomoskovsk,Russian Second Division - Central,Russia (Second Division - Central),RUS,173,65,20,Right,AM (C),AP,61000,550
2229,Yuri,D (C),Tractor-Sazi,Brazilian National Second Division,Brazil (Second Division),BRA,186,80,24,Right Only,D (C),NCB,77000,6250
2229,Yuri,ST (C),Ferroviaria (SP),Brazilian National Fourth Division,Brazil (Fourth Division),BRA,182,78,21,Right Only,ST (C),P,18500,425
2521,Alfonso,GK,Sevilla C,Spanish Second Division B3,Spain (Second Division B3),ESP,197,83,18,Right Only,GK,G,27000,275
7982,Andrey Klimovich,GK,Orenburg,Russian Premier League,Russia (Premier League),BLR,193,83,30,Right,GK,SK,500000,2200
7256,Antonis Aidonis,D (C),VfB Stuttgart II,German Div. Baden-Wurttemberg,Germany (Baden-Wurttemberg),GER,181,76,18,Right,D (C),CD,99000,675
7634,Artem Shabolin,M/AM (RL),Ural,Russian Premier League,Russia (Premier League),RUS,186,72,18,Left,AM (L),W,15250,170
660,Ben Davies,D (R),Grimsby,Sky Bet League Two,England (Sky Bet League Two),ENG,171,67,38,Right Only,D (R),FB,5750,1000
7871,Borja Sainz,M/AM (R),Alaves,Spanish First Division,Spain (First Division),ESP,174,65,18,Right,AM (R),W,145000,700
4793,Chris Philipps,"D (C), DM, M (C)",Lommel SK,Belgian Pro League B,Belgium (Pro League B),LUX,182,80,25,Right Only,DM,HB,375000,1400
7173,Cristian,"AM (L), ST (C)",BRP,Spanish Third Division Group 5,Spain (Third Division Group 5),BRA,177,67,19,Right,AM (L),IW,64000,1100
6455,Eloi Amagat,"M (C), AM (LC)",Olot,Spanish Second Division B3,Spain (Second Division B3),ESP,180,72,34,Left,AM (C),AM,61000,2900
6868,Gaetan Paquiez,"D (RL), DM, M (C)",Nimes,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,182,71,25,Right,D (R),FB,1200000,2200
8187,Georges Mikautadze,"AM (R), ST (C)",FC Metz,French Reserves Group 3,France (Reserves Group 3),FRA,175,68,18,Right,ST (C),AF,140000,100
9259,Isaac Karamoko,"AM (R), ST (C)",Paris SG,French Reserves Group 3,France (Reserves Group 3),FRA,170,59,17,Right,ST (C),P,57000,550
8340,Islambek Kuat,"D (R), DM, M (RC)",Orenburg,Russian Premier League,Russia (Premier League),KAZ,179,70,26,Right,DM,DM,1000000,13000
7656,Ivan Miladinovic,D (C),Sochi,Russian Premier League,Russia (Premier League),SRB,189,81,24,Right,D (C),CD,275000,6250
7207,Jakob Johansson,"AM (R), ST (C)",HB Koge,NordicBet Liga,Denmark (NordicBet Liga),DEN,181,78,20,Right,ST (C),AF,275000,875
256,Jens Grahl,GK,VfB Stuttgart II,German Div. Baden-Wurttemberg,Germany (Baden-Wurttemberg),GER,193,93,30,Right,GK,SK,325000,3300
5373,Jherson Vergara,D (C),Unknown,Unknown,Colombia,COL,190,83,25,Right,D (C),CD,0,0
1754,Joel Asoro,"AM (R), ST (C)",FC Groningen,Eredivisie,Holland (Eredivisie),SWE,176,70,20,Right Only,AM (R),W,475000,10000
7532,Jonas Carls,"D (LC), WB/M (L)",Vit. Guimaraes B,Portugal Championship - Group A,Portugal (PT Championship A),GER,179,73,22,Left Only,D (L),FB,145000,1000
2155,Jorge Molina,"DM, M (C)",Cienciano,Unknown,Argentina,PER,173,79,32,Right Only,DM,BWM,74000,1100
5741,Jorginho,"DM, M (C)",FAC,Brazilian National Third Division,Brazil (Third Division),BRA,178,77,28,Right Only,DM,BWM,31000,575
7346,Jozo Stanic,D (C),Zwickau,3. Liga,Germany (3. Liga),CRO,184,77,20,Right Only,D (C),CD,54000,325
5440,Kehinde Fatai,ST (C),Astra Giurgiu,Romanian First League,Romania (Casa Liga I),NGA,178,74,29,Right,ST (C),PF,1600000,850
4202,Kevin,"D (C), DM",Extremadura,Spanish Second Division,Spain (Second Division),ESP,187,71,20,Right,DM,DM,85000,825
7796,Klaus Gjasula,"D (C), DM, M (C)",SC Paderborn,Bundesliga 2,Germany (Bundesliga 2),GER,192,76,29,Right,DM,BWM,650000,3900
4938,Mame Thiam,"AM (RL), ST (C)",Fenerbahce,Turkish Super League,Turkey (Super League),SEN,185,83,26,Right,ST (C),PF,525000,6000
1367,Marco Festa,GK,Crotone,Italian Serie A,Italy (Serie A),ITA,190,85,27,Right Only,GK,SK,375000,4600
1858,Massimo Zappino,GK,Unknown,Unknown,Italy,BRA,188,83,38,Right Only,GK,SK,0,0
7220,Michael Langer,GK,Schalke 04 II,German Regional Division West,Germany (Regional Div. West),AUT,194,94,34,Right Only,GK,G,425000,8500
2986,Nikita Burmistrov,M/AM (RC),Sochi,Russian Premier League,Russia (Premier League),RUS,184,73,29,Left,M (R),IW,375000,6250
7874,Nikolay Titkov,M/AM (C),Lokomotiv-M,Russian Third Division - Moscow,Russia (Third Division - Moscow),RUS,177,67,18,Right,M (C),MEZ,29000,400
9269,Nishan Burkart,"AM (R), ST (C)",SC Freiburg II,German Regional Division Southwest,Germany (Regional Div. Southwest),SUI,175,60,19,Right Only,ST (C),AF,97000,1500
7150,Ricardo Alves,D (C),Tondela,Russian Premier League,Russia (Premier League),POR,181,77,28,Left Only,D (C),BPD,475000,1100
7511,Sacha Boey,D (R),Dijon FCO,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,178,70,18,Right,D (R),WB,550000,2200
4143,Samu,"DM, M/AM (C)",Braga B,Portugal Championship - Group A,Portugal (PT Championship A),POR,183,78,18,Left Only,M (C),CM,30500,1000
5940,Sergey Terekhov,D/WB (L),Orenburg,Russian Premier League,Russia (Premier League),RUS,179,77,28,Left Only,D (L),WB,775000,11750
3948,Simone Rosso,AM (RL),Pro Vercelli,Italian Serie C/A,Italy (Serie C/A),ITA,177,70,23,Right,AM (L),IW,110000,1300
9100,Tim Maciejewski,"M (RLC), AM (R)",SK Austria Klagenfurt,Austrian First Division,Austria (First Division),GER,184,74,18,Right,M (R),W,56000,450
5427,Vadim Afonin,"DM, M (C)",Orenburg,Russian Premier League,Russia (Premier League),UZB,180,71,31,Right,DM,DM,475000,11750
5907,Varazdat Haroyan,D (C),Ural,Russian Premier League,Russia (Premier League),ARM,185,75,26,Right,D (C),NCB,725000,11000
3123,Vladimir Khozin,D (RC),Nizhniy Novgorod,Russian First Division,Russia (First Division),RUS,185,78,29,Right,D (R),FB,250000,7500
2910,Vyacheslav Krotov,ST (C),Ufa,Russian Premier League,Russia (Premier League),RUS,182,73,26,Right,ST (C),AF,650000,9500
5226,Walace,AM (RL),VIT,Brazilian National Second Division,Brazil (Second Division),BRA,191,77,17,Left,AM (L),W,12750,150
700,Willian,D/WB (L),Vilhenense,Brazilian National Lower Division,Brazil (Lower Division),BRA,178,75,31,Left,WB (L),CWB,14750,450
2454,Adriano,M (RC),Barbalha,Unknown,Brazil,BRA,183,72,31,Right Only,M (C),MEZ,15250,525
3386,Alassane Toure,"D (RC), WB (R)",Unknown,Unknown,France,FRA,187,80,30,Right Only,D (C),NCB,0,0
5118,Alberto,M/AM (R),Fuenlabrada,Spanish Second Division B1,Spain (Second Division B1),ESP,166,59,19,Right,AM (R),W,92000,650
3710,Anthony Walongwa,D (C),FC Nantes,French National 2 - C,France (National 2 - C),COD,188,80,25,Right,D (C),NCB,250000,950
9006,Brian Behrendt,"D (C), DM, M (C)",Arminia Bielefeld,Bundesliga,Germany (Bundesliga),GER,187,85,27,Right,D (C),CD,575000,3900
7304,Danil Stepanov,D (L),Rubin,Russian Premier League,Russia (Premier League),RUS,172,68,19,Left,D (L),WB,185000,140
3183,Douglas,D (C),Khonkaen Utd,Unknown,Holland,BRA,185,85,32,Right,D (C),NCB,51000,600
9567,Erwan Belhadji,"DM, M (C)",Dijon FCO,French Reserves Group 1,France (Reserves Group 1),FRA,185,67,18,Right,DM,BWM,41000,80
5404,Evgeny Bashkirov,"DM, M (C)",KGHM Zaglebie,PKO Bank Polski Ekstraklasa,Poland (PKO BP Ekstraklasa),RUS,175,64,27,Right,M (C),CM,400000,2300
3420,Fabinho,D/WB (L),Uniao Cacoalense,Brazilian National Fourth Division,Brazil (Fourth Division),BRA,173,72,35,Left Only,WB (L),WB,1800,500
4515,Facundo Ferreyra,D (C),Defensores de la Boca,Argentine Torneo Federal C,Argentina (Fifth Division non AFA),ARG,181,77,25,Right,D (C),CD,225000,625
6701,Federico Brancolini,GK,Fiorentina,Italian Serie A,Italy (Serie A),ITA,183,73,17,Right,GK,SK,34500,220
446,Florian Kohls,"DM, M (RC), AM (C)",BW Berlin,German Div. North East - North,Germany (North East-North),GER,174,69,24,Right Only,DM,DLP,57000,1100
1132,Gabriel,GK,Boavista (RJ),Brazilian National Fourth Division,Brazil (Fourth Division),BRA,195,80,22,Right Only,GK,G,15500,750
1132,Gabriel,GK,Athletico Paranaense,Brazilian National Second Division,Brazil (Second Division),BRA,189,80,20,Right Only,GK,G,13500,300
2703,Guilherme,AM (RC),FIG,Portuguese Lower Regional Divisions,Portugal (Lower Regional Divisions),BRA,167,72,21,Right,AM (R),W,18750,375
4905,Hrvoje Milicevic,"DM, M (C)",Sarajevo,Bosnian Premier League,Bosnia & Herzegovina (Premier League),CRO,192,83,26,Right,DM,BWM,68000,100
8065,Iago,AM (RLC),CON,Brazilian National Fourth Division,Brazil (Fourth Division),BRA,175,73,23,Right Only,AM (R),W,51000,1700
3767,Ilias Hassani,D (RC),Arda,Bulgarian First League,Bulgaria (First League),ALG,186,75,23,Right Only,D (C),NCB,170000,750
5606,Jorge,ST (C),PAY,Brazilian National Third Division,Brazil (Third Division),BRA,185,76,18,Right,ST (C),AF,11000,210
5374,Kantemir Berkhamov,"DM, M/AM (C)",Arsenal Tula,Russian Premier League,Russia (Premier League),RUS,180,72,30,Left,M (C),MEZ,400000,10000
5664,Killian Sanson,M (RC),Thonon Evian Grand Geneve,French Regional Divisions,France (Regional Divisions),FRA,173,64,22,Right,M (C),MEZ,0,0
8929,Kirill Dontsov,D (C),Rotor,Russian First Division,Russia (First Division),RUS,190,82,17,Right Only,D (C),CD,4100,100
9268,Koffi,"AM (R), ST (C)",Mannheim,3. Liga,Germany (3. Liga),CIV,175,75,32,Right Only,AM (R),W,22000,850
9127,Lukas Petkov,"M (LC), AM (C), ST (C)",FC Augsburg II,German Regional Division Bavaria,Germany (Regional Div. Bavaria),GER,183,75,18,Right,AM (C),EG,69000,500
3297,Marquinhos,M/AM (L),SPT,Brazilian National First Division,Brazil (First Division),BRA,172,65,22,Right Only,AM (L),IW,110000,1700
3289,Maxwell,"AM (L), ST (C)",CUI,Brazilian National Second Division,Brazil (Second Division),BRA,182,68,24,Right Only,AM (L),IW,100000,1200
6658,Nikita Kakkoev,"D (C), DM, M (C)",Tom,Russian First Division,Russia (First Division),RUS,179,70,19,Right Only,DM,DM,66000,825
420,Patrick Herrmann,D/WB (R),Darmstadt 98,Bundesliga 2,Germany (Bundesliga 2),GER,180,81,31,Right Only,D (R),WB,155000,3900
3225,Pedro Henrique,D (C),Internacional,Brazilian National First Division,Brazil (First Division),BRA,187,83,18,Right Only,D (C),CD,77000,1400
4156,Rafael Martins,GK,BRP,Brazilian National Second Division,Brazil (Second Division),BRA,190,79,27,Right Only,GK,SK,43500,2800
2100,Rafinha,"AM (C), ST (C)",Blooming,Brazilian National Second Division,Brazil (Second Division),BRA,174,65,27,Right Only,AM (C),AM,110000,975
1968,Ricardo Bagadur,D (C),Osijek,Croatian Second League,Croatia (Second League),CRO,189,77,23,Right Only,D (C),CD,58000,375
8129,Riccardo Calafiori,D/WB (L),Roma,Italian Serie A,Italy (Serie A),ITA,181,61,17,Left,D (L),FB,12000,220
3671,Robin Maulun,"M (LC), AM (C)",SC Cambuur,Keuken Kampioen Divisie,Holland (Keuken Kampioen Divisie),FRA,176,62,22,Right,M (C),AP,215000,1000
7531,Sebastian Soto,ST (C),Hannover 96 II,German Regional Division North,Germany (Regional Div. North),USA,183,74,18,Right Only,ST (C),AF,48000,350
2273,Tiago,GK,Unknown,Brazilian National First Division,Brazil (First Division),BRA,187,76,29,Left,GK,G,0,0
6486,Timo Stavitski,M/AM (RL),SM Caen,French Reserves Group 3,France (Reserves Group 3),FIN,178,72,19,Right,AM (R),W,275000,825
7641,Timur Ayupov,"DM, M (C)",Orenburg,Russian Premier League,Russia (Premier League),RUS,184,75,25,Right,DM,HB,375000,6250
2159,Tito,"DM, M (C)",Unknown,Portuguese Second League,Portugal (Second League),ESP,183,73,34,Right,DM,BWM,0,0
5394,Valeriu Ciuperca,"DM, M (C)",Tambov,Russian Premier League,Russia (Premier League),RUS,179,73,27,Right,M (C),AP,475000,1400
9207,Adilson Malanda,"D (C), DM",Nimes,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,185,75,17,Right,D (C),CD,39000,80
4557,Adolphe Teikeu,"D (C), DM",Bld. Erzurumspor,Turkish Super League,Turkey (Super League),CMR,189,80,29,Right Only,D (C),NCB,700000,7500
9134,Alessandro Di Pardo,D/WB/M (R),Juventus,Italian Serie C/A,Italy (Serie C/A),ITA,186,75,19,Right Only,D (R),WB,98000,1100
5423,Andrey Malykh,D/WB (R),Orenburg,Russian Premier League,Russia (Premier League),RUS,178,70,30,Right,WB (R),WB,525000,9000
3647,Antoine Rabillard,"AM (R), ST (C)",Go Ahead,Keuken Kampioen Divisie,Holland (Keuken Kampioen Divisie),FRA,181,77,23,Right Only,ST (C),PF,300000,700
6785,Artur Sarkisov,"M/AM (R), ST (C)",Yenisey,Russian First Division,Russia (First Division),ARM,173,72,32,Right Only,AM (R),W,96000,3100
1716,Bernardo,D (C),ITU,Brazilian National Lower Division,Brazil (Lower Division),BRA,190,81,20,Right Only,D (C),CD,13500,300
1716,Bernardo,D (RC),MAD,Brazilian National Lower Division,Brazil (Lower Division),BRA,188,76,21,Right Only,D (C),CD,12250,525
4070,Borja,D (C),Marino,Spanish Third Division Group 14,Spain (Third Division Group 14),ESP,180,70,25,Right,D (C),CD,27000,350
9419,Bryan Reynolds,"D/WB/AM (R), ST (C)",FC Dallas,Major League Soccer,U.S.A. (MLS),USA,191,78,17,Right Only,ST (C),P,425000,1000
2901,Denis Tumasyan,D (C),Chaika Peschanokopskoe,Russian First Division,Russia (First Division),RUS,185,80,34,Right,D (C),NCB,39000,6250
3242,Diego,GK,Nacional de Patos,Hong Kong First Division,Hong Kong (China PR) (First Division),BRA,195,93,23,Right,GK,G,25000,900
4447,Dominic Gape,"DM, M (C)",Wycombe,Sky Bet League One,England (Sky Bet League One),ENG,176,70,24,Right,M (C),DLP,350000,1300
3183,Douglas,D/WB (R),Unknown,Unknown,Brazil,BRA,173,67,20,Right Only,D (R),FB,0,0
6340,Driss Khalid,AM (LC),Amiens SC,Domino's Ligue 2,France (Domino's Ligue 2),MAR,172,69,20,Right,AM (C),EG,250000,800
9501,Fabio Carvalho,"AM (RC), ST (C)",Fulham,English Premier Division,England (Premier Division),ENG,170,63,16,Right,AM (R),W,150000,120
1937,Fernando,"M/AM (C), ST (C)",Dom Bosco,Malaysian Super League,Malaysia (Super League),BRA,183,70,32,Left,AM (C),SS,16250,775
1937,Fernando,D (RL),Santos,Brazilian National Lower Division,Brazil (Lower Division),BRA,168,66,19,Right,D (R),FB,11250,220
1778,Freddie Ladapo,ST (C),Rotherham,Sky Bet League One,England (Sky Bet League One),NGA,185,84,26,Right,ST (C),PF,500000,3000
1132,Gabriel,D (C),Unknown,Unknown,Brazil,BRA,190,73,35,Left Only,D (C),CD,0,0
2898,Giorgi Shelia,GK,Tambov,Russian Premier League,Russia (Premier League),GEO,190,87,30,Left Only,GK,G,500000,1400
4507,Haris Vuckic,"AM (RLC), ST (C)",FC Twente,Eredivisie,Holland (Eredivisie),SVN,187,80,26,Left,AM (C),T,1100000,2200
5433,Igor Koronov,"M (R), AM (RL)",Unknown,Unknown,Russia,RUS,177,73,33,Right,AM (R),W,0,0
5942,Ivan Temnikov,D/WB/M/AM (R),Nizhniy Novgorod,Russian First Division,Russia (First Division),RUS,171,67,30,Right,M (R),W,250000,7500
4031,Jonathan,D/WB (R),agua Santa (SP),Brazilian National First Division,Brazil (First Division),BRA,179,75,26,Left Only,D (R),IWB,135000,2700
7383,Josh Benson,M/AM (C),Grimsby,Sky Bet League Two,England (Sky Bet League Two),ENG,174,65,19,Right,M (C),BBM,140000,500
8681,Josip Condric,GK,Istra 1961,Croatian First League,Croatia (First League),CRO,195,82,25,Right,GK,SK,210000,425
7819,Kelvin Ofori,"AM (RC), ST (C)",Fortuna Dusseldorf,Bundesliga 2,Germany (Bundesliga 2),GHA,172,64,17,Left,AM (C),SS,190000,1700
9129,Lennart Grill,GK,Bayer 04,Bundesliga,Germany (Bundesliga),GER,191,87,20,Right Only,GK,SK,700000,3800
2500,Luisinho,DM,Unknown,Portugal Championship - Group D,Portugal (PT Championship D),BRA,184,74,20,Left Only,DM,DLP,0,0
351,Lukasz Zaluska,GK,MiedÅº,Polish First Division,Poland (First Division),POL,190,88,37,Right,GK,SK,11250,1400
2296,Mario,"AM (RL), ST (C)",Clermont,Spanish Second Division B4,Spain (Second Division B4),ESP,184,76,23,Right,AM (L),IW,160000,700
1975,Marquinho,AM (C),VRE,Brazilian National Third Division,Brazil (Third Division),BRA,179,69,29,Right Only,AM (C),AM,6750,350
3297,Marquinhos,"D/WB/M (L), AM (LC)",Real (RS),Unknown,Brazil,BRA,170,65,24,Left Only,AM (L),W,22500,450
3297,Marquinhos,DM,Unknown,Brazilian National Second Division,Brazil (Second Division),BRA,183,81,21,Right,DM,A,0,0
2334,Miguel Torres,GK,Unknown,Unknown,Colombia,COL,183,73,34,Right,GK,SK,0,0
3856,Milan Djuric,"M (RC), AM (C)",Central Coast Mariners,Hyundai A-League,Australia (Hyundai A-League),SRB,188,82,31,Right,AM (C),AM,200000,2100
3049,Milan Perendija,D (C),Rad,Serbian SuperLeague,Serbia (SuperLeague),SRB,191,89,33,Right Only,D (C),NCB,28500,230
3265,Pablo,M/AM (R),GUA,Brazilian National Second Division,Brazil (Second Division),BRA,175,66,26,Right,AM (R),W,350000,1300
3265,Pablo,AM (C),VIL,Spanish Second Division B2,Spain (Second Division B2),BRA,182,72,19,Right,AM (C),AM,10250,140
3265,Pablo,D (L),Flamengo,Brazilian National Lower Division,Brazil (Lower Division),BRA,189,72,19,Left Only,D (L),FB,800,95
5771,Paul Charruau,GK,Red Star FC,French National,France (National),FRA,187,85,25,Right Only,GK,SK,185000,1300
7067,Paulinho,AM (RL),Unknown,Portugal Championship - Group A,Portugal (PT Championship A),BRA,171,70,23,Right Only,AM (R),W,0,0
3270,Rafael,"M (C), AM (RLC)",VIT,Brazilian National First Division,Brazil (First Division),BRA,176,69,19,Right Only,AM (R),W,19750,425
2100,Rafinha,"D (RLC), WB (R)",AC Oulu,Laotian Premier League,Laos (Premier League),BRA,184,80,36,Right,D (R),NFB,0,0
2100,Rafinha,"D/WB (L), M/AM (LC)",Unknown,Brazilian National First Division,Brazil (First Division),BRA,171,59,30,Left Only,AM (L),W,0,0
936,Ramires,"DM, M (C)",Alpha Utd,Brazilian National Fourth Division,Brazil (Fourth Division),BRA,181,74,37,Left,DM,DLP,3100,120
2381,Rodrigo,DM,TOM,Brazilian National Third Division,Brazil (Third Division),BRA,176,70,25,Right,DM,BWM,21500,2800
2159,Tito,ST (C),FAC,Portuguese Second League,Portugal (Second League),BRA,185,70,32,Right Only,ST (C),P,8500,375
2159,Tito,AM (RLC),Oliveirense,Brazilian National Lower Division,Brazil (Lower Division),RSA,175,66,21,Left Only,AM (L),W,300,600
7314,Tyreke Johnson,WB/M/AM (L),Gillingham,Sky Bet League One,England (Sky Bet League One),ENG,168,61,20,Left,AM (L),W,425000,3500
3117,Vagiz Galiulin,M/AM (RL),Neftekhimik,Russian First Division,Russia (First Division),UZB,175,66,31,Right,M (L),IW,200000,6250
4665,Vitinho,"AM (RL), ST (C)",HIFK,Portuguese Second League,Portugal (Second League),BRA,174,72,20,Right,AM (R),W,17250,925
8984,Wendel,ST (C),Flamengo,Brazilian National Lower Division,Brazil (Lower Division),BRA,180,72,18,Right Only,ST (C),AF,2800,1100
8276,Yun Il-Lok,"M (L), AM (LC)",Montpellier,Ligue 1 Conforama,France (Ligue 1 Conforama),KOR,178,65,27,Right,AM (L),IW,750000,2500
8384,Armando Broja,"AM (RL), ST (C)",Vitesse,Eredivisie,Holland (Eredivisie),ALB,186,74,17,Right,ST (C),TM,0,1300
2900,Alexey Nikitin,D (C),Ufa,Russian Premier League,Russia (Premier League),RUS,187,87,27,Right,D (C),CD,475000,9500
8211,Amine Adli,AM (LC),Toulouse FC,French Reserves Group 2,France (Reserves Group 2),FRA,176,64,19,Left Only,AM (L),W,175000,500
5952,Arsen Adamov,D (R),Akhmat,Russian Premier League,Russia (Premier League),RUS,181,69,19,Right,D (R),WB,20500,275
5499,Artem Yusupov,ST (C),Ural-2,Russian Second Division - Ural/Volga,Russia (Second Div. - Ural/Volga),RUS,190,82,22,Right,ST (C),P,75000,700
9382,Danila Khotulev,D (C),Zenit,Russian Premier League,Russia (Premier League),RUS,187,82,16,Left,D (C),CD,8250,120
3420,Fabinho,"DM, M (C)",Palmeiras,Brazilian National Lower Division,Brazil (Lower Division),BRA,184,72,17,Right,M (C),CM,9250,100
1752,Fabio,D (C),Sao Paulo,Brazilian National First Division,Brazil (First Division),BRA,180,71,17,Right Only,D (C),CD,10000,35
